shipment_id,order_id,warehouse_id,shipment_partner,ship_date,expected_delivery_date,actual_delivery_date,is_delayed,transit_days,destination_region,shipment_status,vehicle_type,delay_days,delay_severity
253,321,1,BlueDart,2023-05-21,2023-05-30,2023-06-01,0,11,West,Delivered,Rail,2,Minor Delay
254,322,4,DTDC,2023-06-27,2023-07-03,2023-07-05,0,8,East,Delivered,Truck,2,Minor Delay
255,323,9,Delhivery,2022-06-15,2022-06-20,2022-06-21,0,6,East,Delivered,Air,1,Minor Delay
256,324,4,FedEx,2022-06-29,2022-07-04,2022-07-08,0,9,West,Delivered,Air,4,Moderate Delay
257,325,7,BlueDart,2024-08-23,2024-09-01,2024-09-07,1,15,East,Delivered,Van,6,Moderate Delay
258,326,7,Ekart,2023-08-25,2023-08-30,2023-08-31,0,6,East,Delivered,Truck,1,Minor Delay
259,327,9,DHL,2024-06-17,2024-06-27,2024-07-09,1,22,West,Delivered,Truck,12,Severe Delay
260,328,5,Delhivery,2024-02-08,2024-02-13,2024-02-15,0,7,North,Delivered,Air,2,Minor Delay
261,329,7,Ekart,2023-04-21,2023-04-27,2023-04-30,0,9,East,Delivered,Van,3,Minor Delay
262,330,6,FedEx,2023-06-25,2023-06-30,2023-06-28,0,3,North,Delivered,Air,0,On Time
263,331,2,DHL,2022-07-07,2022-07-13,2022-07-12,0,5,North,Delivered,Air,0,On Time
264,332,2,Ekart,2024-03-12,2024-03-18,2024-03-24,1,12,East,Delivered,Van,6,Moderate Delay
265,333,6,Delhivery,2022-07-12,2022-07-22,2022-07-17,0,5,North,Delivered,Rail,0,On Time
266,336,8,Ekart,2022-11-25,2022-12-05,2022-12-05,0,10,West,Delivered,Van,0,On Time
267,337,6,DHL,2023-08-06,2023-08-10,2023-08-12,0,6,West,Delivered,Rail,2,Minor Delay
268,339,5,DTDC,2022-07-24,2022-08-02,2022-08-03,0,10,South,Delivered,Truck,1,Minor Delay
269,340,4,FedEx,2022-01-23,2022-01-31,2022-02-05,1,13,Central,Delivered,Air,5,Moderate Delay
270,341,6,Delhivery,2022-01-30,2022-02-07,2022-02-05,0,6,North,Delivered,Truck,0,On Time
271,342,7,DTDC,2024-08-15,2024-08-21,2024-08-22,0,7,East,Delivered,Rail,1,Minor Delay
272,343,10,Ekart,2022-03-19,2022-03-24,2022-03-31,0,12,West,Delivered,Truck,7,Moderate Delay
273,344,2,Delhivery,2024-05-24,2024-05-29,2024-06-01,0,8,North,Delivered,Rail,3,Minor Delay
274,346,1,Ekart,2024-12-10,2024-12-19,2024-12-21,1,11,West,Delivered,Rail,2,Minor Delay
275,348,9,BlueDart,2022-05-21,2022-05-31,2022-05-27,0,6,South,Delivered,Van,0,On Time
276,350,4,Ekart,2025-01-02,2025-01-10,2025-01-12,0,10,North,Delivered,Air,2,Minor Delay
277,351,9,BlueDart,2023-02-18,2023-02-23,2023-02-27,0,9,East,Delivered,Air,4,Moderate Delay
278,354,6,DHL,2024-03-29,2024-04-03,2024-04-11,1,13,North,Delivered,Truck,8,Severe Delay
279,356,1,Ekart,2025-01-03,2025-01-07,2025-01-09,0,6,North,Delivered,Truck,2,Minor Delay
280,357,2,DHL,2023-10-21,2023-10-27,2023-10-28,0,7,Central,Delivered,Air,1,Minor Delay
281,358,5,Delhivery,2024-04-23,2024-04-30,2024-04-30,0,7,Central,Delivered,Truck,0,On Time
282,359,7,BlueDart,2024-02-22,2024-02-28,2024-03-05,0,12,West,Delivered,Air,6,Moderate Delay
283,360,6,DHL,2023-02-18,2023-02-22,2023-02-28,0,10,East,Delivered,Van,6,Moderate Delay
284,361,7,Delhivery,2023-02-10,2023-02-20,2023-02-22,0,12,West,Delivered,Truck,2,Minor Delay
285,362,2,Delhivery,2024-08-04,2024-08-12,2024-08-17,1,13,South,Delivered,Rail,5,Moderate Delay
286,363,8,Ekart,2023-12-28,2024-01-04,2024-01-13,1,16,West,Delivered,Truck,9,Severe Delay
287,364,4,BlueDart,2023-08-23,2023-08-26,2023-09-05,1,13,Central,Delivered,Van,10,Severe Delay
288,366,6,Delhivery,2023-01-26,2023-02-03,2023-02-06,0,11,Central,Delivered,Air,3,Minor Delay
289,367,4,Ekart,2024-08-14,2024-08-20,2024-08-24,0,10,West,Delivered,Rail,4,Moderate Delay
290,368,10,BlueDart,2023-01-15,2023-01-20,2023-01-26,0,11,South,Delivered,Air,6,Moderate Delay
291,369,3,Delhivery,2022-11-26,2022-11-29,2022-12-08,0,12,West,Delivered,Van,9,Severe Delay
292,370,7,BlueDart,2023-02-21,2023-02-24,2023-02-26,0,5,West,Delivered,Van,2,Minor Delay
293,371,4,Ekart,2024-01-08,2024-01-14,2024-01-12,0,4,East,Delivered,Air,0,On Time
294,372,6,FedEx,2022-10-09,2022-10-14,2022-10-18,0,9,West,Delivered,Air,4,Moderate Delay
295,374,5,DTDC,2024-10-17,2024-10-22,2024-10-28,0,11,East,Delivered,Rail,6,Moderate Delay
296,375,2,BlueDart,2023-05-14,2023-05-23,2023-05-21,0,7,Central,Delivered,Rail,0,On Time
297,376,6,BlueDart,2022-05-06,2022-05-11,2022-05-11,0,5,West,Delivered,Van,0,On Time
298,377,7,Ekart,2024-04-01,2024-04-11,2024-04-09,0,8,West,Delivered,Air,0,On Time
299,378,4,BlueDart,2024-06-26,2024-07-04,2024-07-01,0,5,West,Delivered,Rail,0,On Time
300,379,2,FedEx,2024-05-10,2024-05-18,2024-05-21,0,11,East,Delivered,Air,3,Minor Delay
301,382,3,DTDC,2022-03-17,2022-03-27,2022-04-02,1,16,North,Delivered,Rail,6,Moderate Delay
302,384,6,BlueDart,2024-06-27,2024-07-03,2024-07-01,0,4,South,Delivered,Van,0,On Time
303,385,2,Delhivery,2024-06-23,2024-06-27,2024-06-29,0,6,South,Delivered,Van,2,Minor Delay
304,386,4,BlueDart,2023-09-08,2023-09-18,2023-09-13,0,5,South,Delivered,Air,0,On Time
305,387,6,BlueDart,2022-09-17,2022-09-20,2022-09-22,0,5,Central,Delivered,Air,2,Minor Delay
306,388,9,FedEx,2023-03-18,2023-03-25,2023-03-22,0,4,Central,Delivered,Van,0,On Time
307,389,7,BlueDart,2022-03-17,2022-03-21,2022-03-29,0,12,East,Delivered,Truck,8,Severe Delay
308,390,1,DTDC,2023-06-27,2023-06-30,2023-07-05,1,8,Central,Delivered,Rail,5,Moderate Delay
309,393,6,FedEx,2022-08-06,2022-08-16,2022-08-12,0,6,Central,Delivered,Van,0,On Time
310,394,9,DHL,2022-03-29,2022-04-06,2022-04-07,0,9,East,Delivered,Rail,1,Minor Delay
311,397,3,DHL,2023-07-29,2023-08-03,2023-08-03,0,5,North,Delivered,Truck,0,On Time
312,398,2,Ekart,2024-06-19,2024-06-24,2024-06-24,0,5,East,Delivered,Air,0,On Time
313,399,1,Ekart,2024-03-29,2024-04-03,2024-04-06,0,8,East,Delivered,Rail,3,Minor Delay
314,400,4,FedEx,2023-09-14,2023-09-23,2023-09-19,0,5,Central,Delivered,Rail,0,On Time
315,402,9,Delhivery,2023-09-07,2023-09-14,2023-09-16,0,9,South,Delivered,Air,2,Minor Delay
316,403,4,Delhivery,2022-11-07,2022-11-14,2022-11-13,0,6,Central,Delivered,Rail,0,On Time
317,404,1,FedEx,2022-03-20,2022-03-25,2022-03-25,0,5,East,Delivered,Rail,0,On Time
318,405,2,DHL,2022-08-26,2022-08-30,2022-09-05,0,10,East,Delivered,Van,6,Moderate Delay
319,406,10,Ekart,2024-07-25,2024-07-30,2024-08-01,0,7,North,Delivered,Rail,2,Minor Delay
320,407,7,DHL,2024-03-31,2024-04-06,2024-04-05,0,5,West,Delivered,Rail,0,On Time
321,408,4,DTDC,2022-07-12,2022-07-16,2022-07-18,0,6,North,Delivered,Air,2,Minor Delay
322,409,1,BlueDart,2022-11-19,2022-11-24,2022-12-01,0,12,East,Delivered,Van,7,Moderate Delay
323,410,5,Ekart,2022-03-14,2022-03-24,2022-03-22,0,8,North,Delivered,Rail,0,On Time
324,411,6,Ekart,2024-01-03,2024-01-11,2024-01-18,1,15,South,Delivered,Truck,7,Moderate Delay
325,412,7,FedEx,2024-06-14,2024-06-20,2024-06-21,0,7,Central,Delivered,Air,1,Minor Delay
326,413,8,Delhivery,2024-03-18,2024-03-23,2024-03-25,0,7,West,Delivered,Van,2,Minor Delay
327,414,10,FedEx,2023-07-23,2023-07-26,2023-07-31,0,8,East,Delivered,Rail,5,Moderate Delay
328,415,10,Ekart,2024-10-05,2024-10-12,2024-10-10,0,5,East,Delivered,Van,0,On Time
329,416,4,BlueDart,2024-10-03,2024-10-11,2024-10-08,0,5,Central,Delivered,Rail,0,On Time
330,417,5,BlueDart,2022-02-07,2022-02-16,2022-02-12,0,5,East,Delivered,Van,0,On Time
331,418,2,BlueDart,2024-09-03,2024-09-10,2024-09-12,0,9,Central,Delivered,Van,2,Minor Delay
332,419,8,FedEx,2024-09-06,2024-09-15,2024-09-15,1,9,North,Delivered,Rail,0,On Time
333,420,7,DHL,2023-06-06,2023-06-15,2023-06-09,0,3,South,Delivered,Truck,0,On Time
334,422,7,DHL,2022-09-29,2022-10-09,2022-10-09,0,10,West,Delivered,Truck,0,On Time
335,423,1,Delhivery,2023-04-01,2023-04-05,2023-04-07,0,6,North,Delivered,Van,2,Minor Delay
336,424,8,DHL,2023-03-28,2023-04-02,2023-04-05,1,8,West,Delivered,Truck,3,Minor Delay
337,428,3,FedEx,2024-01-11,2024-01-20,2024-01-19,0,8,Central,Delivered,Van,0,On Time
338,429,2,FedEx,2023-08-01,2023-08-07,2023-08-05,0,4,South,Delivered,Rail,0,On Time
339,430,1,DHL,2023-09-24,2023-09-28,2023-10-05,0,11,West,Delivered,Rail,7,Moderate Delay
340,432,10,Ekart,2024-03-01,2024-03-08,2024-03-11,0,10,East,Delivered,Air,3,Minor Delay
341,434,10,Ekart,2024-08-03,2024-08-13,2024-08-08,0,5,West,Delivered,Truck,0,On Time
342,436,9,DTDC,2022-07-11,2022-07-14,2022-07-16,0,5,West,Delivered,Rail,2,Minor Delay
343,437,10,Ekart,2023-07-26,2023-08-03,2023-08-12,1,17,Central,Delivered,Truck,9,Severe Delay
344,438,10,Ekart,2022-11-28,2022-12-01,2022-12-07,0,9,North,Delivered,Air,6,Moderate Delay
345,439,9,FedEx,2022-10-08,2022-10-14,2022-10-13,0,5,South,Delivered,Van,0,On Time
346,440,4,DTDC,2022-10-01,2022-10-04,2022-10-09,0,8,West,Delivered,Van,5,Moderate Delay
347,441,8,Delhivery,2024-11-21,2024-11-26,2024-11-30,0,9,North,Delivered,Van,4,Moderate Delay
348,442,2,Delhivery,2024-10-27,2024-10-31,2024-11-08,0,12,East,Delivered,Rail,8,Severe Delay
349,443,5,Delhivery,2024-01-23,2024-01-31,2024-02-04,0,12,South,Delivered,Rail,4,Moderate Delay
350,444,7,Delhivery,2022-06-27,2022-07-02,2022-07-02,0,5,East,Delivered,Rail,0,On Time
351,445,10,DHL,2024-07-26,2024-07-30,2024-07-30,0,4,West,Delivered,Air,0,On Time
352,446,5,FedEx,2023-03-23,2023-03-28,2023-03-26,0,3,East,Delivered,Rail,0,On Time
353,447,3,FedEx,2024-01-07,2024-01-12,2024-01-11,0,4,Central,Delivered,Truck,0,On Time
354,448,8,Delhivery,2023-03-11,2023-03-17,2023-03-18,0,7,West,Delivered,Van,1,Minor Delay
355,449,3,Ekart,2023-03-08,2023-03-12,2023-03-12,0,4,North,Delivered,Van,0,On Time
356,452,7,Delhivery,2022-07-27,2022-07-31,2022-08-07,0,11,South,Delivered,Rail,7,Moderate Delay
357,453,3,BlueDart,2024-01-04,2024-01-09,2024-01-15,0,11,East,Delivered,Truck,6,Moderate Delay
358,454,6,Ekart,2023-07-04,2023-07-09,2023-07-16,1,12,Central,Delivered,Truck,7,Moderate Delay
359,455,10,FedEx,2023-11-27,2023-12-02,2023-12-07,0,10,East,Delivered,Van,5,Moderate Delay
360,456,3,Delhivery,2022-06-28,2022-07-03,2022-07-01,0,3,South,Delivered,Truck,0,On Time
361,457,8,DTDC,2022-04-04,2022-04-13,2022-04-15,1,11,Central,Delivered,Air,2,Minor Delay
362,459,7,DTDC,2022-09-07,2022-09-15,2022-09-19,0,12,South,Delivered,Van,4,Moderate Delay
363,460,4,DTDC,2023-11-27,2023-12-02,2023-12-01,0,4,Central,Delivered,Rail,0,On Time
364,462,6,DHL,2024-02-18,2024-02-23,2024-02-26,1,8,West,Delivered,Air,3,Minor Delay
365,464,7,Delhivery,2023-12-20,2023-12-30,2024-01-05,1,16,South,Delivered,Van,6,Moderate Delay
366,465,2,BlueDart,2024-03-25,2024-04-01,2024-04-05,0,11,South,Delivered,Rail,4,Moderate Delay
367,467,7,FedEx,2023-01-17,2023-01-22,2023-01-27,0,10,North,Delivered,Truck,5,Moderate Delay
368,468,10,DTDC,2024-03-09,2024-03-15,2024-03-21,0,12,North,Delivered,Air,6,Moderate Delay
369,469,8,FedEx,2024-02-13,2024-02-18,2024-03-06,1,22,Central,Delivered,Truck,17,Severe Delay
370,471,10,Ekart,2023-08-23,2023-08-26,2023-09-02,0,10,South,Delivered,Truck,7,Moderate Delay
371,472,5,Delhivery,2023-07-19,2023-07-27,2023-07-29,0,10,Central,Delivered,Van,2,Minor Delay
372,473,7,FedEx,2023-03-28,2023-04-06,2023-04-12,1,15,West,Delivered,Van,6,Moderate Delay
373,474,1,Delhivery,2023-09-01,2023-09-09,2023-09-12,0,11,East,Delivered,Truck,3,Minor Delay
374,475,1,DTDC,2023-04-29,2023-05-08,2023-05-06,0,7,South,Delivered,Van,0,On Time
375,476,7,DHL,2023-07-21,2023-07-30,2023-08-02,0,12,South,Delivered,Van,3,Minor Delay
376,477,8,FedEx,2022-01-08,2022-01-14,2022-01-15,0,7,Central,Delivered,Air,1,Minor Delay
377,478,3,Delhivery,2023-11-23,2023-11-29,2023-11-29,0,6,North,Delivered,Air,0,On Time
378,479,4,Ekart,2024-05-25,2024-05-31,2024-05-30,0,5,South,Delivered,Air,0,On Time
379,481,8,DHL,2022-01-12,2022-01-20,2022-01-21,0,9,West,Delivered,Air,1,Minor Delay
380,483,5,BlueDart,2024-12-20,2024-12-23,2024-12-27,0,7,South,Delivered,Truck,4,Moderate Delay
381,484,8,Ekart,2023-02-02,2023-02-05,2023-02-09,0,7,North,Delivered,Air,4,Moderate Delay
382,485,6,Ekart,2023-01-02,2023-01-06,2023-01-10,0,8,South,Delivered,Truck,4,Moderate Delay
383,486,6,DHL,2024-07-29,2024-08-08,2024-08-07,0,9,East,Delivered,Air,0,On Time
384,487,6,FedEx,2023-01-08,2023-01-11,2023-01-15,0,7,North,Delivered,Truck,4,Moderate Delay
385,488,7,Ekart,2023-01-29,2023-02-02,2023-02-08,0,10,West,Delivered,Van,6,Moderate Delay
386,489,6,BlueDart,2024-07-01,2024-07-09,2024-07-13,1,12,North,Delivered,Truck,4,Moderate Delay
387,491,5,Ekart,2024-01-26,2024-02-02,2024-01-31,0,5,West,Delivered,Air,0,On Time
388,492,1,DTDC,2024-08-11,2024-08-21,2024-08-16,0,5,South,Delivered,Air,0,On Time
389,493,4,BlueDart,2023-07-30,2023-08-03,2023-08-07,0,8,North,Delivered,Van,4,Moderate Delay
390,494,5,Ekart,2022-11-23,2022-11-27,2022-11-27,0,4,West,Delivered,Truck,0,On Time
391,495,3,Ekart,2023-08-07,2023-08-16,2023-08-21,1,14,South,Delivered,Rail,5,Moderate Delay
392,496,9,Delhivery,2024-04-12,2024-04-16,2024-04-23,0,11,West,Delivered,Van,7,Moderate Delay
393,497,1,Ekart,2023-04-05,2023-04-08,2023-04-11,0,6,East,Delivered,Rail,3,Minor Delay
394,498,9,DTDC,2022-10-25,2022-11-01,2022-10-31,0,6,West,Delivered,Van,0,On Time
395,500,1,Ekart,2024-10-28,2024-11-06,2024-11-06,0,9,East,Delivered,Air,0,On Time
396,501,8,DHL,2024-01-10,2024-01-13,2024-01-15,0,5,East,Delivered,Van,2,Minor Delay
397,503,5,FedEx,2024-04-25,2024-05-05,2024-05-14,1,19,East,Delivered,Air,9,Severe Delay
398,504,7,Ekart,2023-10-02,2023-10-11,2023-10-14,0,12,North,Delivered,Truck,3,Minor Delay
399,506,6,DHL,2022-09-26,2022-10-01,2022-10-06,0,10,North,Delivered,Van,5,Moderate Delay
400,507,5,DTDC,2022-06-17,2022-06-25,2022-06-29,0,12,Central,Delivered,Van,4,Moderate Delay
401,508,4,BlueDart,2022-08-16,2022-08-20,2022-08-19,0,3,North,Delivered,Air,0,On Time
402,509,7,Ekart,2024-07-04,2024-07-10,2024-07-12,1,8,East,Delivered,Rail,2,Minor Delay
403,510,5,FedEx,2023-08-05,2023-08-08,2023-08-13,0,8,South,Delivered,Truck,5,Moderate Delay
404,511,2,DHL,2023-06-09,2023-06-13,2023-06-13,0,4,East,Delivered,Van,0,On Time
405,512,3,DTDC,2023-02-15,2023-02-23,2023-02-27,0,12,North,Delivered,Van,4,Moderate Delay
406,513,8,FedEx,2022-10-22,2022-10-27,2022-11-01,0,10,West,Delivered,Rail,5,Moderate Delay
407,514,6,DHL,2023-06-16,2023-06-21,2023-06-19,0,3,South,Delivered,Air,0,On Time
408,515,10,DHL,2022-08-31,2022-09-04,2022-09-17,1,17,East,Delivered,Air,13,Severe Delay
409,517,5,FedEx,2024-02-06,2024-02-14,2024-02-21,1,15,Central,Delivered,Rail,7,Moderate Delay
410,519,10,BlueDart,2024-02-08,2024-02-13,2024-02-16,0,8,North,Delivered,Truck,3,Minor Delay
411,520,4,Ekart,2022-09-14,2022-09-20,2022-09-26,1,12,Central,Delivered,Air,6,Moderate Delay
412,522,4,DHL,2022-09-13,2022-09-20,2022-09-22,0,9,North,Delivered,Air,2,Minor Delay
413,523,10,DHL,2024-11-12,2024-11-21,2024-11-16,0,4,Central,Delivered,Truck,0,On Time
414,524,3,BlueDart,2023-03-27,2023-04-06,2023-03-31,0,4,Central,Delivered,Air,0,On Time
415,525,5,BlueDart,2024-06-30,2024-07-04,2024-07-08,0,8,North,Delivered,Truck,4,Moderate Delay
416,526,1,Delhivery,2024-06-07,2024-06-15,2024-06-12,0,5,North,Delivered,Rail,0,On Time
417,527,4,BlueDart,2022-03-09,2022-03-19,2022-03-21,1,12,Central,Delivered,Truck,2,Minor Delay
418,528,3,BlueDart,2024-01-17,2024-01-24,2024-01-25,0,8,Central,Delivered,Air,1,Minor Delay
419,529,7,BlueDart,2024-11-26,2024-11-29,2024-12-10,1,14,East,Delivered,Truck,11,Severe Delay
420,530,3,BlueDart,2022-11-17,2022-11-24,2022-11-20,0,3,East,Delivered,Air,0,On Time
421,532,10,Ekart,2022-10-09,2022-10-16,2022-10-14,0,5,South,Delivered,Air,0,On Time
422,535,2,Ekart,2024-04-05,2024-04-13,2024-04-18,1,13,West,Delivered,Truck,5,Moderate Delay
423,536,6,FedEx,2023-05-01,2023-05-11,2023-05-10,0,9,West,Delivered,Truck,0,On Time
424,537,9,Ekart,2023-03-01,2023-03-11,2023-03-10,0,9,West,Delivered,Rail,0,On Time
425,538,9,BlueDart,2023-12-28,2023-12-31,2024-01-06,0,9,Central,Delivered,Air,6,Moderate Delay
426,539,7,Delhivery,2024-06-01,2024-06-07,2024-06-12,0,11,South,Delivered,Truck,5,Moderate Delay
427,541,8,BlueDart,2024-05-18,2024-05-25,2024-05-29,0,11,Central,Delivered,Rail,4,Moderate Delay
428,542,5,BlueDart,2024-02-13,2024-02-22,2024-02-20,0,7,East,Delivered,Truck,0,On Time
429,544,10,DHL,2024-05-26,2024-05-29,2024-06-04,0,9,North,Delivered,Rail,6,Moderate Delay
430,547,9,Ekart,2022-05-19,2022-05-24,2022-05-23,0,4,East,Delivered,Van,0,On Time
431,548,8,Delhivery,2023-01-12,2023-01-22,2023-01-24,1,12,Central,Delivered,Rail,2,Minor Delay
432,549,9,Ekart,2022-09-12,2022-09-16,2022-09-16,0,4,East,Delivered,Rail,0,On Time
433,550,3,BlueDart,2022-01-25,2022-01-28,2022-02-10,1,16,South,Delivered,Van,13,Severe Delay
434,551,2,Delhivery,2022-12-21,2022-12-25,2023-01-01,0,11,Central,Delivered,Air,7,Moderate Delay
435,552,1,Delhivery,2022-07-03,2022-07-08,2022-07-14,0,11,South,Delivered,Truck,6,Moderate Delay
436,557,5,DTDC,2022-08-07,2022-08-17,2022-08-13,0,6,North,Delivered,Air,0,On Time
437,558,4,BlueDart,2023-06-18,2023-06-26,2023-06-21,0,3,Central,Delivered,Van,0,On Time
438,559,8,DTDC,2023-01-16,2023-01-24,2023-01-26,1,10,East,Delivered,Air,2,Minor Delay
439,560,9,BlueDart,2022-03-06,2022-03-15,2022-03-10,0,4,North,Delivered,Rail,0,On Time
440,561,9,Delhivery,2023-01-27,2023-02-06,2023-01-31,0,4,South,Delivered,Van,0,On Time
441,562,6,DHL,2022-09-13,2022-09-18,2022-09-17,0,4,North,Delivered,Rail,0,On Time
442,563,3,Ekart,2023-02-27,2023-03-07,2023-03-05,0,6,East,Delivered,Air,0,On Time
443,565,5,DHL,2023-03-22,2023-03-30,2023-04-06,1,15,Central,Delivered,Air,7,Moderate Delay
444,567,6,Ekart,2022-05-06,2022-05-13,2022-05-10,0,4,North,Delivered,Air,0,On Time
445,569,3,FedEx,2022-07-22,2022-07-27,2022-08-04,1,13,Central,Delivered,Van,8,Severe Delay
446,571,8,DHL,2023-01-29,2023-02-01,2023-02-09,0,11,Central,Delivered,Air,8,Severe Delay
447,572,7,Delhivery,2023-08-20,2023-08-26,2023-08-25,0,5,West,Delivered,Air,0,On Time
448,573,7,BlueDart,2022-11-16,2022-11-24,2022-12-01,1,15,East,Delivered,Truck,7,Moderate Delay
449,574,3,Delhivery,2023-06-19,2023-06-22,2023-06-29,1,10,East,Delivered,Truck,7,Moderate Delay
450,576,9,BlueDart,2024-01-31,2024-02-06,2024-02-08,0,8,North,Delivered,Truck,2,Minor Delay
451,577,6,Delhivery,2024-08-27,2024-09-05,2024-09-03,0,7,West,Delivered,Air,0,On Time
452,578,1,Delhivery,2024-04-21,2024-04-29,2024-04-30,0,9,Central,Delivered,Rail,1,Minor Delay
453,579,4,Delhivery,2024-04-20,2024-04-25,2024-05-05,1,15,Central,Delivered,Truck,10,Severe Delay
454,581,7,Ekart,2023-03-20,2023-03-24,2023-04-09,1,20,Central,Delivered,Rail,16,Severe Delay
455,582,9,Delhivery,2024-05-30,2024-06-04,2024-06-17,1,18,Central,Delivered,Air,13,Severe Delay
456,583,9,Delhivery,2023-06-03,2023-06-10,2023-06-14,1,11,North,Delivered,Air,4,Moderate Delay
457,584,9,Ekart,2023-03-25,2023-03-29,2023-04-04,0,10,East,Delivered,Rail,6,Moderate Delay
458,585,1,FedEx,2024-07-20,2024-07-24,2024-07-30,0,10,Central,Delivered,Rail,6,Moderate Delay
459,586,10,DTDC,2022-05-08,2022-05-11,2022-05-11,0,3,West,Delivered,Truck,0,On Time
460,588,1,BlueDart,2023-09-30,2023-10-05,2023-10-06,1,6,Central,Delivered,Truck,1,Minor Delay
461,591,3,Delhivery,2022-03-09,2022-03-17,2022-03-14,0,5,North,Delivered,Rail,0,On Time
462,592,5,DHL,2023-03-26,2023-04-03,2023-04-01,0,6,West,Delivered,Truck,0,On Time
463,593,3,Delhivery,2024-08-01,2024-08-06,2024-08-20,1,19,South,Delivered,Air,14,Severe Delay
464,597,6,FedEx,2022-01-18,2022-01-27,2022-01-24,0,6,South,Delivered,Van,0,On Time
465,598,8,Delhivery,2022-10-01,2022-10-11,2022-10-07,0,6,Central,Delivered,Van,0,On Time
466,599,2,DTDC,2024-04-14,2024-04-20,2024-04-20,0,6,North,Delivered,Truck,0,On Time
467,600,3,BlueDart,2022-01-25,2022-01-31,2022-02-01,0,7,South,Delivered,Truck,1,Minor Delay
468,601,9,DTDC,2024-12-06,2024-12-15,2024-12-15,0,9,East,Delivered,Air,0,On Time
469,602,10,FedEx,2022-08-09,2022-08-13,2022-08-18,0,9,South,Delivered,Truck,5,Moderate Delay
470,603,9,Ekart,2023-01-05,2023-01-10,2023-01-17,0,12,Central,Delivered,Truck,7,Moderate Delay
471,604,3,Ekart,2023-01-25,2023-01-30,2023-01-28,0,3,Central,Delivered,Air,0,On Time
472,605,3,Delhivery,2022-05-31,2022-06-09,2022-06-10,0,10,Central,Delivered,Air,1,Minor Delay
473,606,3,FedEx,2024-08-10,2024-08-19,2024-08-22,1,12,West,Delivered,Rail,3,Minor Delay
474,607,8,DHL,2022-03-28,2022-03-31,2022-04-17,1,20,East,Delivered,Rail,17,Severe Delay
475,608,2,DTDC,2022-01-22,2022-01-30,2022-01-27,0,5,South,Delivered,Air,0,On Time
476,609,5,Delhivery,2024-07-23,2024-07-28,2024-07-31,0,8,Central,Delivered,Air,3,Minor Delay
477,610,2,FedEx,2023-03-05,2023-03-10,2023-03-16,0,11,Central,Delivered,Truck,6,Moderate Delay
478,611,10,Delhivery,2023-12-15,2023-12-23,2023-12-26,0,11,West,Delivered,Rail,3,Minor Delay
479,612,6,DTDC,2022-02-11,2022-02-16,2022-02-17,0,6,South,Delivered,Van,1,Minor Delay
480,617,7,Delhivery,2024-08-09,2024-08-13,2024-08-17,0,8,Central,Delivered,Air,4,Moderate Delay
481,620,6,DHL,2024-03-15,2024-03-25,2024-03-30,1,15,South,Delivered,Rail,5,Moderate Delay
482,621,9,DHL,2024-08-21,2024-08-27,2024-08-27,0,6,Central,Delivered,Air,0,On Time
483,622,6,BlueDart,2022-03-01,2022-03-07,2022-03-08,0,7,North,Delivered,Truck,1,Minor Delay
484,623,9,Delhivery,2024-06-13,2024-06-21,2024-06-28,1,15,West,Delivered,Van,7,Moderate Delay
485,624,6,BlueDart,2023-01-09,2023-01-12,2023-01-30,1,21,North,Delivered,Rail,18,Severe Delay
486,625,5,DTDC,2022-05-04,2022-05-10,2022-05-14,0,10,North,Delivered,Rail,4,Moderate Delay
487,626,1,FedEx,2023-08-22,2023-08-26,2023-08-27,0,5,South,Delivered,Rail,1,Minor Delay
488,628,6,DTDC,2023-05-08,2023-05-15,2023-05-11,0,3,Central,Delivered,Van,0,On Time
489,629,2,DHL,2023-04-16,2023-04-21,2023-04-26,0,10,North,Delivered,Van,5,Moderate Delay
490,630,7,DHL,2022-07-15,2022-07-18,2022-08-01,1,17,South,Delivered,Rail,14,Severe Delay
491,631,4,Delhivery,2024-12-27,2024-12-30,2025-01-01,0,5,East,Delivered,Truck,2,Minor Delay
492,632,4,DHL,2022-01-30,2022-02-06,2022-02-11,0,12,Central,Delivered,Van,5,Moderate Delay
493,634,4,DTDC,2024-04-10,2024-04-20,2024-04-20,0,10,South,Delivered,Rail,0,On Time
494,635,2,DTDC,2024-03-05,2024-03-11,2024-03-16,0,11,South,Delivered,Air,5,Moderate Delay
495,636,4,FedEx,2022-04-21,2022-04-28,2022-04-24,0,3,North,Delivered,Van,0,On Time
496,637,9,DHL,2024-06-24,2024-07-03,2024-07-04,0,10,East,Delivered,Van,1,Minor Delay
497,638,10,BlueDart,2022-03-25,2022-03-29,2022-04-06,0,12,South,Delivered,Air,8,Severe Delay
498,639,2,Ekart,2024-10-24,2024-10-30,2024-10-31,0,7,East,Delivered,Van,1,Minor Delay
499,640,3,DHL,2022-01-17,2022-01-21,2022-01-26,0,9,North,Delivered,Van,5,Moderate Delay
500,641,8,BlueDart,2024-10-19,2024-10-25,2024-10-25,0,6,South,Delivered,Rail,0,On Time
501,642,6,Ekart,2022-10-17,2022-10-24,2022-11-03,1,17,South,Delivered,Van,10,Severe Delay
502,644,1,Delhivery,2024-05-18,2024-05-25,2024-05-23,0,5,North,Delivered,Van,0,On Time
503,645,9,BlueDart,2023-10-11,2023-10-20,2023-10-16,0,5,North,Delivered,Van,0,On Time
504,646,7,FedEx,2022-05-11,2022-05-15,2022-05-14,0,3,West,Delivered,Truck,0,On Time
